Frame,Visibility,X,Y
1640,1,407,938
1641,1,403,938
1642,1,397,939
1643,1,392,940
1644,1,386,943
1645,1,380,945
1646,1,374,948
1647,1,368,952
1648,1,360,957
1649,1,354,961
1650,1,347,967
1651,1,339,973
1652,1,332,980
1653,1,322,990
1654,1,314,998
1655,1,305,1010
1656,1,296,1019
1657,1,290,1026
1658,1,316,995
1659,1,338,970
1660,1,358,948
1661,1,374,930
1662,1,389,914
1663,1,402,900
1664,1,415,889
1665,1,426,879
1666,1,435,869
1667,1,444,861
1668,1,453,854
1669,1,460,849
1670,1,467,843
1671,1,473,839
1672,1,479,835
1673,1,484,831
1674,1,490,828
1675,1,494,826
1676,1,499,824
1677,1,503,822
1678,1,506,821
1679,1,510,820
1680,1,513,820
1681,1,516,820
1682,1,519,820
1683,1,523,819
1684,1,526,820
1685,1,527,821
1686,1,529,822
1687,1,532,823
1688,1,535,824
1689,1,536,825
1690,1,537,826
1691,1,539,828
1692,1,541,830
1693,1,541,832
1694,1,543,833
1695,1,544,835
1696,1,545,838
1697,1,547,840
1698,1,548,843
1699,1,549,845
1700,1,550,848
1701,1,551,850
1702,1,552,853
1703,1,553,856
1704,1,554,859
1705,1,554,862
1706,1,555,865
1707,1,555,868
1708,1,556,871
1709,1,557,873
1710,1,557,877
1711,1,557,880
1712,1,558,884
1713,1,558,886
1714,1,559,889
1715,1,559,893
1716,1,559,897
1717,1,560,900
1718,1,560,904
1719,1,560,907
1720,1,560,911
1721,1,560,914
1722,1,560,918
1723,1,561,922
1724,1,561,925
1725,1,561,929
1726,1,561,933
1727,1,561,937
1728,1,561,942
1729,1,561,944
1730,1,561,948
1731,1,562,952
1732,1,561,956
1733,1,561,960
1734,1,561,958
1735,1,562,953
1736,1,563,949
1737,1,564,945
1738,0,0,0
1739,1,564,938
1740,1,565,935
1741,1,566,931
1742,1,566,928
1743,1,567,925
1744,1,567,923
1745,1,568,920
1746,1,569,918
1747,1,569,916
1748,1,569,913
1749,1,570,911
1750,1,570,909
1751,1,570,907
1752,1,571,906
1753,1,571,904
1754,1,572,903
1755,1,572,902
1756,1,573,901
1757,1,573,900
1758,1,573,899
1759,1,573,898
1760,1,573,897
1761,1,574,897
1762,1,574,896
1763,1,574,896
1764,1,575,895
1765,1,575,895
1766,1,575,895
1767,1,575,896
1768,1,575,896
1769,1,575,896
1770,1,576,896
1771,1,576,897
1772,1,576,898
1773,1,576,898
1774,1,577,899
1775,1,577,899
1776,1,577,900
1777,1,577,901
1778,1,577,902
1779,1,577,903
1780,1,577,904
1781,1,577,906
1782,1,577,907
1783,1,577,908
1784,1,577,910
1785,1,577,908
1786,1,576,903
1787,1,575,898
1788,1,573,894
1789,1,572,889
1790,1,572,885
1791,1,570,880
1792,1,569,875
1793,1,568,871
1794,1,567,867
1795,1,566,862
1796,1,564,858
1797,1,563,853
1798,1,562,849
1799,1,560,844
1800,1,559,840
1801,1,558,835
1802,1,557,831
1803,1,555,827
1804,1,554,823
1805,1,552,819
1806,1,551,815
1807,1,549,811
1808,1,547,807
1809,1,545,803
1810,1,543,799
1811,1,541,796
1812,1,541,791
1813,0,0,0
1814,0,0,0
1815,1,534,781
1816,1,531,778
1817,1,530,774
1818,1,527,770
1819,1,527,770
1820,1,523,765
1821,1,519,759
1822,1,519,759
1823,1,516,757
1824,1,513,753
1825,1,511,750
1826,1,508,747
1827,1,506,744
1828,1,504,742
1829,1,501,739
1830,1,498,737
1831,1,494,735
1832,1,492,732
1833,1,489,731
1834,1,485,729
1835,1,483,727
1836,1,479,725
1837,1,476,724
1838,1,473,722
1839,1,469,722
1840,1,466,720
1841,1,461,719
1842,1,457,718
1843,1,454,717
1844,1,450,717
1845,1,446,717
1846,1,441,716
1847,1,437,716
1848,1,433,716
1849,1,427,716
1850,1,422,717
1851,1,417,718
1852,1,414,719
1853,1,407,719
1854,1,401,721
1855,1,396,723
1856,1,390,725
1857,1,384,726
1858,1,378,729
1859,1,371,732
1860,1,365,735
1861,1,358,739
1862,1,351,742
1863,1,344,746
1864,1,336,751
1865,1,329,755
1866,1,321,760
1867,1,314,766
1868,1,305,772
1869,1,297,779
1870,1,288,786
1871,1,279,793
1872,1,269,802
1873,1,259,809
1874,1,250,818
1875,1,239,827
1876,1,228,836
1877,1,218,848
1878,1,206,859
1879,1,195,872
1880,1,183,885
1881,1,170,898
1882,1,157,914
1883,1,144,928
1884,1,130,944
1885,1,115,961
1886,1,100,980
1887,1,85,998
1888,1,69,1020
1889,1,52,1040
1890,1,35,1063
1891,1,17,1088
1892,1,1,1112
1893,0,0,0
1894,0,0,0
1895,0,0,0
1896,0,0,0
1897,0,0,0
1898,0,0,0
1899,0,0,0
1900,0,0,0
1901,0,0,0
1902,0,0,0
1903,0,0,0
1904,0,0,0
1905,0,0,0
1906,0,0,0
1907,0,0,0
1908,0,0,0
1909,0,0,0
1910,0,0,0
1911,0,0,0
1912,0,0,0
1913,0,0,0
1914,0,0,0
1915,0,0,0
1916,0,0,0
1917,0,0,0
1918,0,0,0
1919,0,0,0
1920,0,0,0
1921,0,0,0
1922,0,0,0
1923,0,0,0
1924,0,0,0
1925,0,0,0
1926,0,0,0
1927,0,0,0
1928,0,0,0
1929,0,0,0
1930,0,0,0
1931,0,0,0
1932,0,0,0
1933,0,0,0
1934,0,0,0
1935,0,0,0
1936,0,0,0
1937,0,0,0
1938,0,0,0
1939,0,0,0
